ID,PT_LIST,SeqId,Target,TargetFullName,UniProt,ENTREZ_GENE_ID_LIST,EntrezGeneSymbol,SPOT_ID
SL003173,P09341,2985-35_1,Gro-a,Growth-regulated alpha protein,P09341,2919,CXCL1,SL003173
SL017610,"P19876,P19875",2986-49_2,Gro-b/g,Gro-beta/gamma,P19876 P19875,,CXCL3 CXCL2,SL017610
SL005256,P16403,2987-37_3,Histone H1.2,Histone H1.2,P16403,3006,HIST1H1C,SL005256
SL005170,Q9Y6W8,2988-57_2,ICOS,Inducible T-cell costimulator,Q9Y6W8,29851,ICOS,SL005170
SL001802,P01579,2989-17_2,IFN-g,Interferon gamma,P01579,3458,IFNG,SL001802
SL001997,P14778,2991-9_2,IL-1 sRI,Interleukin-1 receptor type 1,P14778,3554,IL1R1,SL001997
SL004850,Q96F46,2992-59_2,IL-17 sR,Interleukin-17 receptor A,Q96F46,23765,IL17RA,SL004850
SL004861,O95256,2993-1_2,IL-18 Rb,Interleukin-18 receptor accessory protein,O95256,8807,IL18RAP,SL004861
SL004875,Q9HB29,2994-71_2,IL-1Rrp2,Interleukin-1 receptor-like 2,Q9HB29,8808,IL1RL2,SL004875
SL005193,P57087,2997-8_1,JAM-B,Junctional adhesion molecule B,P57087,58494,JAM2,SL005193
SL005194,Q9BX67,2998-53_2,JAM-C,Junctional adhesion molecule C,Q9BX67,83700,JAM3,SL005194
SL005196,Q13449,2999-6_2,LSAMP,Limbic system-associated membrane protein,Q13449,4045,LSAMP,SL005196
SL004516,P11226,3000-66_1,MBL,Mannose-binding protein C,P11226,4153,MBL2,SL004516
SL005205,O14931,3003-29_2,NKp30,Natural cytotoxicity triggering receptor 3,O14931,259197,NCR3,SL005205
SL004862,Q9BQ51,3004-67_2,PD-L2,Programmed cell death 1 ligand 2,Q9BQ51,80380,PDCD1LG2,SL004862
SL004939,P18031,3005-5_2,PTP-1B,Tyrosine-protein phosphatase non-receptor type 1,P18031,5770,PTPN1,SL004939
SL005219,Q9Y336,3007-7_2,Siglec-9,Sialic acid-binding Ig-like lectin 9,Q9Y336,27180,SIGLEC9,SL005219
SL005059,Q03167,3009-3_2,TGF-b R III,Transforming growth factor beta receptor type 3,Q03167,7049,TGFBR3,SL005059
SL004687,Q969D9,3010-53_2,TSLP,Thymic stromal lymphopoietin,Q969D9,85480,TSLP,SL004687
SL000384,P16410,3022-4_2,CTLA-4,Cytotoxic T-lymphocyte protein 4,P16410,1493,CTLA4,SL000384
SL000250,P08697,3024-18_2,a2-Antiplasmin,Alpha-2-antiplasmin,P08697,5345,SERPINF2,SL000250
SL000004,P09038,3025-50_1,bFGF,Fibroblast growth factor 2,P09038,2247,FGF2,SL000004
SL000338,P20810,3026-5_2,Calpastatin,Calpastatin,P20810,831,CAST,SL000338
SL003301,P55773,3028-36_2,Ck-b-8-1,Ck-beta-8-1,P55773,6368,CCL23,SL003301
SL005157,Q9NNX6,3029-52_2,DC-SIGN,CD209 antigen,Q9NNX6,30835,CD209,SL005157
SL005158,Q9H2X3,3030-3_2,DC-SIGNR,C-type lectin domain family 4 member M,Q9H2X3,10332,CLEC4M,SL005158
SL000420,"P02794,P02792",3031-66_1,Ferritin,Ferritin,P02794 P02792,"24,952,512",FTH1 FTL,SL000420
SL000428,"P01215,P01225",3032-11_2,FSH,Follicle stimulating hormone,P01215 P01225,"10,812,488",CGA FSHB,SL000428
SL005164,P05162,3033-57_1,Galectin-2,Galectin-2,P05162,3957,LGALS2,SL005164
SL004271,P14136,3034-1_2,GFAP,Glial fibrillary acidic protein,P14136,2670,GFAP,SL004271
SL004354,Q9UHD0,3035-80_2,IL-19,Interleukin-19,Q9UHD0,29949,IL19,SL004354
SL001795,P01584,3037-62_1,IL-1b,Interleukin-1 beta,P01584,3553,IL1B,SL001795
SL003326,O14625,3038-9_2,I-TAC,C-X-C motif chemokine 11,O14625,6373,CXCL11,SL003326
SL000519,P10147,3040-59_1,MIP-1a,C-C motif chemokine 3,P10147,6348,CCL3,SL000519
SL008416,Q9UBG0,3041-55_2,MRC2,C-type mannose receptor 2,Q9UBG0,9902,MRC2,SL008416
SL000164,P02144,3042-7_2,Myoglobin,Myoglobin,P02144,4151,MB,SL000164
SL000532,P09486,3043-49_2,ON,SPARC,P09486,6678,SPARC,SL000532
SL003323,P55774,3044-3_2,PARC,C-C motif chemokine 18,P55774,6362,CCL18,SL003323
SL002704,P21246,3045-72_2,PTN,Pleiotrophin,P21246,5764,PTN,SL002704
SL004260,Q9HD89,3046-31_1,resistin,Resistin,Q9HD89,56729,RETN,SL004260
SL000603,P07477,3049-61_2,Trypsin,Trypsin-1,P07477,5644,PRSS1,SL000603
SL000017,P04275,3050-7_2,vWF,von Willebrand factor,P04275,7450,VWF,SL000017
SL000633,P48023,3052-8_2,"Fas ligand, soluble","Tumor necrosis factor ligand superfamily member 6, soluble form",P48023,356,FASLG,SL000633
SL004343,P49771,3053-49_2,Flt3 ligand,Fms-related tyrosine kinase 3 ligand,P49771,2323,FLT3LG,SL004343
SL000437,P00738,3054-3_2,"Haptoglobin, Mixed Type",Haptoglobin,P00738,3240,HP,SL000437
SL003308,P24394,3055-54_2,IL-4 sR,Interleukin-4 receptor subunit alpha,P24394,3566,IL4R,SL003308
SL005204,P26718,3056-11_1,NKG2D,NKG2-D type II integral membrane protein,P26718,22914,KLRK1,SL005204
SL004689,O95388,3057-55_1,WISP-1,WNT1-inducible-signaling pathway protein 1,O95388,8840,WISP1,SL004689
SL004327,Q9Y275,3059-50_2,BAFF,Tumor necrosis factor ligand superfamily member 13B,Q9Y275,10673,TNFSF13B,SL004327
SL000325,P02748,3060-43_2,C9,Complement component C9,P02748,735,C9,SL000325
SL000343,P07858,3061-61_2,Cathepsin B,Cathepsin B,P07858,1508,CTSB,SL000343
SL004339,P12034,3065-65_1,FGF-5,Fibroblast growth factor 5,P12034,2250,FGF5,SL004339
SL003744,P17931,3066-12_1,Galectin-3,Galectin-3,P17931,3958,LGALS3,SL003744
SL005234,O60383,3067-67_1,GDF-9,Growth/differentiation factor 9,O60383,2661,GDF9,SL005234
SL000468,P01871,3069-52_3,IgM,Immunoglobulin M,P01871,"35,073,512,508,023,500",IGHM IGJ IGK IGL,SL000468
SL000478,P60568,3070-1_2,IL-2,Interleukin-2,P60568,3558,IL2,SL000478
SL001718,P35225,3072-4_2,IL-13,Interleukin-13,P35225,3596,IL13,SL001718
SL002508,O95998,3073-51_2,IL-18 BPa,Interleukin-18-binding protein,O95998,10068,IL18BP,SL002508
SL003309,P18428,3074-6_2,LBP,Lipopolysaccharide-binding protein,P18428,3929,LBP,SL003309
SL003324,P00742,3077-66_2,Coagulation Factor Xa,Coagulation factor Xa,P00742,2159,F10,SL003324
SL002640,P49763,3078-1_2,PlGF,Placenta growth factor,P49763,5228,PGF,SL002640
SL005152,Q99969,3079-62_2,TIG2,Retinoic acid receptor responder protein 2,Q99969,5919,RARRES2,SL005152
SL005227,Q9BZM6,3081-70_2,ULBP-1,NKG2D ligand 1,Q9BZM6,80329,ULBP1,SL005227
SL005228,Q9BZM5,3082-9_2,ULBP-2,NKG2D ligand 2,Q9BZM5,80328,ULBP2,SL005228
SL005233,Q9HAV5,3083-71_1,XEDAR,Tumor necrosis factor receptor superfamily member 27,Q9HAV5,60401,EDA2R,SL005233
SL004771,O14965,3091-70_2,Aurora kinase A,Aurora kinase A,O14965,6790,AURKA,SL004771
SL004750,Q9UMR2,3104-8_2,DEAD-box protein 19B,ATP-dependent RNA helicase DDX19B,Q9UMR2,11269,DDX19B,SL004750
SL006918,P28482,3115-64_2,MK01,Mitogen-activated protein kinase 1,P28482,5594,MAPK1,SL006918
SL003733,Q9NR28,3122-6_2,SMAC,"Diablo homolog, mitochondrial",Q9NR28,56616,DIABLO,SL003733
SL004486,P49767,3132-1_1,VEGF-C,Vascular endothelial growth factor C,P49767,7424,VEGFC,SL004486
SL002524,P01730,3143-3_1,sCD4,T-cell surface glycoprotein CD4,P01730,920,CD4,SL002524
SL003305,P01589,3151-6_1,IL-2 sRa,Interleukin-2 receptor subunit alpha,P01589,3559,IL2RA,SL003305
SL001800,P20333,3152-57_1,TNF sR-II,Tumor necrosis factor receptor superfamily member 1B,P20333,7133,TNFRSF1B,SL001800
SL005215,P20138,3166-92_1,Siglec-3,Myeloid cell surface antigen CD33,P20138,945,CD33,SL005215
SL004626,Q9UNA0,3168-8_2,ADAMTS-5,A disintegrin and metalloproteinase with thrombospondin motifs 5,Q9UNA0,11096,ADAMTS5,SL004626
SL010368,P35475,3169-70_2,IDUA,alpha-L-iduronidase,P35475,3425,IDUA,SL010368
SL007261,P50579,3170-6_1,AMPM2,Methionine aminopeptidase 2,P50579,10988,METAP2,SL007261
SL004469,P05067,3171-57_2,amyloid precursor protein,Amyloid beta A4 protein,P05067,351,APP,SL004469
SL008956,P15848,3172-28_2,ARSB,Arylsulfatase B,P15848,411,ARSB,SL008956
SL008611,Q02083,3173-49_2,ASAHL,N-acylethanolamine-hydrolyzing acid amidase,Q02083,27163,NAAA,SL008611
SL008421,Q9UHI8,3174-2_1,ATS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,Q9UHI8,9510,ADAMTS1,SL008421
SL006610,Q76LX8,3175-51_5,ATS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,Q76LX8,11093,ADAMTS13,SL006610
SL010369,P22748,3177-49_2,Carbonic Anhydrase IV,Carbonic anhydrase 4,P22748,762,CA4,SL010369
SL007280,P53634,3178-5_2,CATC,Dipeptidyl peptidase 1,P53634,1075,CTSC,SL007280
SL009213,P10619,3179-51_2,Cathepsin A,Lysosomal protective protein,P10619,5476,CTSA,SL009213
SL000344,P07339,3180-46_2,Cathepsin D,Cathepsin D,P07339,1509,CTSD,SL000344
SL004673,P25774,3181-50_2,Cathepsin S,Cathepsin S,P25774,1520,CTSS,SL004673
SL010371,P49961,3182-38_2,CD39,Ectonucleoside triphosphate diphosphohydrolase 1,P49961,953,ENTPD1,SL010371
SL000358,P08709,3184-25_2,Coagulation Factor VII,Coagulation Factor VII,P08709,2155,F7,SL000358
SL002525,P06681,3186-2_2,C2,Complement C2,P06681,717,C2,SL002525
SL007284,P54108,3187-52_2,CRIS3,Cysteine-rich secretory protein 3,P54108,10321,CRISP3,SL007284
SL010372,P98073,3189-61_2,Enterokinase,Enteropeptidase,P98073,5651,TMPRSS15,SL010372
SL000658,P54826,3190-43_1,GAS1,Growth arrest-specific protein 1,P54826,2619,GAS1,SL000658
SL012783,Q96NZ8,3191-50_2,WFKN1,"WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1",Q96NZ8,117166,WFIKKN1,SL012783
SL002695,Q96KP4,3192-3_2,Glutamate carboxypeptidase,Cytosolic non-specific dipeptidase,Q96KP4,55748,CNDP2,SL002695
SL008759,Q9HCN6,3194-36_2,GPVI,Platelet glycoprotein VI,Q9HCN6,51206,GP6,SL008759
SL000678,P22749,3195-50_2,Granulysin,Granulysin,P22749,10578,GNLY,SL000678
SL008023,P10915,3196-6_2,HPLN1,Hyaluronan and proteoglycan link protein 1,P10915,1404,HAPLN1,SL008023
SL007122,P14735,3197-70_2,IDE,Insulin-degrading enzyme,P14735,3416,IDE,SL007122
SL008639,P22304,3198-4_1,IDS,Iduronate 2-sulfatase,P22304,3423,IDS,SL008639
SL003916,Q9UKR0,3199-54_2,kallikrein 12,Kallikrein-12,Q9UKR0,43849,KLK12,SL003916
SL003918,Q9UKR3,3200-49_2,kallikrein 13,Kallikrein-13,Q9UKR3,26085,KLK13,SL003918
SL003863,Q9Y337,3201-49_2,kallikrein 5,Kallikrein-5,Q9Y337,25818,KLK5,SL003863
SL010393,Q8NCW0,3202-28_2,KREM2,Kremen protein 2,Q8NCW0,79412,KREMEN2,SL010393
SL007100,P09960,3204-2_2,LKHA4,Leukotriene A-4 hydrolase,P09960,4048,LTA4H,SL007100
SL008904,Q9Y5Y7,3206-4_2,LYVE1,Lymphatic vessel endothelial hyaluronic acid receptor 1,Q9Y5Y7,10894,LYVE1,SL008904
SL006992,O15232,3208-2_4,MATN3,Matrilin-3,O15232,4148,MATN3,SL006992
SL005437,Q9NQ76,3209-69_1,MEPE,Matrix extracellular phosphoglycoprotein,Q9NQ76,56955,MEPE,SL005437
SL010374,P53582,3210-1_2,METAP1,Methionine aminopeptidase 1,P53582,23173,METAP1,SL010374
SL010375,Q9NR71,3212-30_3,ASAH2,Neutral ceramidase,Q9NR71,56624,ASAH2,SL010375
SL000640,P14543,3213-65_2,Nidogen,Nidogen-1,P14543,4811,NID1,SL000640
SL006397,O14786,3214-3_2,NRP1,Neuropilin-1,O14786,8829,NRP1,SL006397
SL005797,P01833,3216-2_2,PIGR,Polymeric immunoglobulin receptor,P01833,5284,PIGR,SL005797
SL004457,P07093,3217-74_2,Protease nexin I,Glia-derived nexin,P07093,5270,SERPINE2,SL004457
SL000158,Q04609,3218-8_2,PSMA,Glutamate carboxypeptidase 2,Q04609,2346,FOLH1,SL000158
SL010378,P07949,3220-40_2,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,P07949,5979,RET,SL010378
SL003770,Q8N474,3221-54_1,SARP-2,Secreted frizzled-related protein 1,Q8N474,6422,SFRP1,SL003770
SL010379,Q14563,3222-11_2,Semaphorin 3A,Semaphorin-3A,Q14563,10371,SEMA3A,SL010379
SL004118,P13686,3232-28_2,TrATPase,Tartrate-resistant acid phosphatase type 5,P13686,54,ACP5,SL004118
SL010390,Q76M96,3234-23_2,URB,Coiled-coil domain-containing protein 80,Q76M96,151887,CCDC80,SL010390
SL010391,Q8TEU8,3235-50_2,WFKN2,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",Q8TEU8,124857,WFIKKN2,SL010391
SL004661,P16112,3280-49_2,Aggrecan,Aggrecan core protein,P16112,176,ACAN,SL004661
SL006803,Q9Y5C1,3281-19_1,ANGL3,Angiopoietin-related protein 3,Q9Y5C1,27329,ANGPTL3,SL006803
SL006544,Q15582,3283-21_1,BGH3,Transforming growth factor-beta-induced protein ig-h3,Q15582,7045,TGFBI,SL006544
SL007804,P21810,3284-75_1,BGN,Biglycan,P21810,633,BGN,SL007804
SL000310,P00736,3285-23_2,C1r,Complement C1r subcomponent,P00736,715,C1R,SL000310
SL010449,Q9NS85,3289-19_2,Carbonic Anhydrase X,Carbonic anhydrase-related protein 10,Q9NS85,56934,CA10,SL010449
SL008773,Q6YHK3,3290-50_2,CD109,CD109 antigen,Q6YHK3,135228,CD109,SL008773
SL002706,P06734,3291-30_2,CD23,Low affinity immunoglobulin epsilon Fc receptor,P06734,2208,FCER2,SL002706
SL010450,P09326,3292-75_1,CD48,CD48 antigen,P09326,962,CD48,SL010450
SL006108,O43866,3293-2_4,CD5L,CD5 antigen-like,O43866,922,CD5L,SL006108
SL010451,P0CG37,3294-55_2,CFC1,Cryptic protein,P0CG37,55997,CFC1,SL010451
SL008623,Q02246,3296-92_2,CNTN2,Contactin-2,Q02246,6900,CNTN2,SL008623
SL010454,Q8IWV2,3298-52_2,Contactin-4,Contactin-4,Q8IWV2,152330,CNTN4,SL010454
SL010455,O94779,3299-29_2,Contactin-5,Contactin-5,O94779,53942,CNTN5,SL010455
SL007049,O76096,3302-58_1,CYTF,Cystatin-F,O76096,8530,CST7,SL007049
SL004438,Q15828,3303-23_2,Cystatin M,Cystatin-M,Q15828,1474,CST6,SL004438
SL010457,Q9NR61,3305-6_1,DLL4,Delta-like protein 4,Q9NR61,54567,DLL4,SL010457
SL017613,"P12318,P31994",3310-62_1,FCG2A/B,Low affinity immunoglobulin gamma Fc region receptor II-a/b,P12318 P31994,,FCGR2A FCGR2B,SL017613
SL008609,O75015,3311-27_1,FCG3B,Low affinity immunoglobulin gamma Fc region receptor III-B,O75015,2215,FCGR3B,SL008609
SL010461,P12314,3312-64_1,FCGR1,High affinity immunoglobulin gamma Fc receptor I,P12314,2209,FCGR1A,SL010461
SL006542,Q15485,3313-21_2,FCN2,Ficolin-2,Q15485,2220,FCN2,SL006542
SL004858,P56159,3314-74_2,GFRa-1,GDNF family receptor alpha-1,P56159,2674,GFRA1,SL004858
SL010463,Q8N158,3315-15_1,GPC2,Glypican-2,Q8N158,221914,GPC2,SL010463
SL004466,P05546,3316-58_1,Heparin cofactor II,Heparin cofactor 2,P05546,3053,SERPIND1,SL004466
SL004860,O43464,3317-33_1,HTRA2,"Serine protease HTRA2, mitochondrial",O43464,27429,HTRA2,SL004860
SL005087,Q16270,3320-49_2,IGFBP-7,Insulin-like growth factor-binding protein 7,Q16270,3490,IGFBP7,SL005087
SL007385,Q13007,3321-2_2,IL24,Interleukin-24,Q13007,11009,IL24,SL007385
SL010464,Q6UXM1,3322-52_2,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,Q6UXM1,121227,LRIG3,SL010464
SL004610,Q14114,3323-37_1,LRP8,Low-density lipoprotein receptor-related protein 8,Q14114,7804,LRP8,SL004610
SL007674,Q9HBG7,3324-51_1,LY9,T-lymphocyte surface antigen Ly-9,Q9HBG7,4063,LY9,SL007674
SL010465,O00339,3325-2_2,MATN2,Matrilin-2,O00339,4147,MATN2,SL010465
SL004805,Q9BY67,3326-58_2,Nectin-like protein 2,Cell adhesion molecule 1,Q9BY67,23705,CADM1,SL004805
SL007673,Q9HB63,3327-27_1,NET4,Netrin-4,Q9HB63,59277,NTN4,SL007673
SL004515,O75594,3329-14_2,PGRP-S,Peptidoglycan recognition protein 1,O75594,8993,PGLYRP1,SL004515
SL010468,Q6NW40,3331-8_1,RGMB,RGM domain family member B,Q6NW40,285704,RGMB,SL010468
SL010469,Q6ZVN8,3332-57_1,RGM-C,Hemojuvelin,Q6ZVN8,148738,HFE2,SL010469
SL001998,P10646,3336-50_1,TFPI,Tissue factor pathway inhibitor,P10646,7035,TFPI,SL001998
SL007206,P35442,3339-33_1,TSP2,Thrombospondin-2,P35442,7058,THBS2,SL007206
SL007207,P35443,3340-53_1,TSP4,Thrombospondin-4,P35443,7060,THBS4,SL007207
SL006892,P00519,3341-33_4,ABL1,Tyrosine-protein kinase ABL1,P00519,25,ABL1,SL006892
SL005574,Q03154,3343-1_4,Aminoacylase-1,Aminoacylase-1,Q03154,95,ACY1,SL005574
SL000272,P01008,3344-60_4,Antithrombin III,Antithrombin-III,P01008,462,SERPINC1,SL000272
SL010520,Q96GD4,3346-72_2,AURKB,Aurora kinase B,Q96GD4,9212,AURKB,SL010520
SL002792,P25098,3347-9_2,BARK1,beta-adrenergic receptor kinase 1,P25098,156,ADRBK1,SL002792
SL003994,P13497,3348-49_2,BMP-1,Bone morphogenetic protein 1,P13497,649,BMP1,SL003994
SL010491,Q9UQM7,3350-53_2,CAMK2A,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Q9UQM7,815,CAMK2A,SL010491
SL010492,Q13554,3351-1_1,CAMK2B,Calcium/calmodulin-dependent protein kinase type II subunit beta,Q13554,816,CAMK2B,SL010492
SL010288,P23280,3352-80_3,Carbonic anhydrase 6,Carbonic anhydrase 6,P23280,765,CA6,SL010288
SL004868,P43166,3356-50_1,Carbonic anhydrase VII,Carbonic anhydrase 7,P43166,766,CA7,SL004868
SL010495,"P24941,P20248",3357-67_2,CDK2/cyclin A,Cyclin-dependent kinase 2:Cyclin-A2 complex,P24941 P20248,"1,017,890",CDK2 CCNA2,SL010495
SL010496,"Q00535,Q15078",3358-51_2,CDK5/p35,Cyclin-dependent kinase 5:Cyclin-dependent kinase 5 activator 1 complex,Q00535 Q15078,"10,208,851",CDK5 CDK5R1,SL010496
SL010522,"P49336,P24863",3359-11_2,CDK8/cyclin C,Cyclin-dependent kinase 8:Cyclin-C complex,P49336 P24863,"1,024,892",CDK8 CCNC,SL010522
SL003726,O96017,3360-50_4,Chk2,Serine/threonine-protein kinase Chk2,O96017,11200,CHEK2,SL003726
SL010610,Q9UJ71,3361-26_2,CLC4K,C-type lectin domain family 4 member K,Q9UJ71,50489,CD207,SL010610
SL009400,Q9BU40,3362-61_2,CRDL1,Chordin-like protein 1,Q9BU40,91851,CHRDL1,SL009400
SL004781,P41240,3363-31_4,CSK,Tyrosine-protein kinase CSK,P41240,1445,CSK,SL004781
SL006910,O60911,3364-76_2,Cathepsin V,Cathepsin L2,O60911,1515,CTSV,SL006910
SL010612,Q9UBT3,3365-7_2,Dkk-4,Dickkopf-related protein 4,Q9UBT3,27121,DKK4,SL010612
SL006550,Q16610,3366-51_2,ECM1,Extracellular matrix protein 1,Q16610,1893,ECM1,SL006550
SL006777,Q9UGM5,3367-8_3,FETUB,Fetuin-B,Q9UGM5,26998,FETUB,SL006777
SL004654,P20718,3373-5_2,Granzyme H,Granzyme H,P20718,2999,GZMH,SL004654
SL010499,P08631,3374-49_2,HCK,Tyrosine-protein kinase HCK,P08631,3055,HCK,SL010499
SL010613,Q8NFM7,3376-49_2,IL-17 RD,Interleukin-17 receptor D,Q8NFM7,54756,IL17RD,SL010613
SL000064,P49862,3378-49_2,Kallikrein 7,Kallikrein-7,P49862,5650,KLK7,SL000064
SL007228,P41743,3379-29_1,KPCI,Protein kinase C iota type,P41743,5584,PRKCI,SL007228
SL010500,P07948,3381-24_2,LYNB,"Tyrosine-protein kinase Lyn, isoform B",P07948,4067,LYN,SL010500
SL010508,O75914,3387-1_2,PAK3,Serine/threonine-protein kinase PAK 3,O75914,5063,PAK3,SL010508
SL010510,Q9P286,3388-58_2,PAK7,Serine/threonine-protein kinase PAK 7,Q9P286,57144,PAK7,SL010510
SL000550,P05154,3389-7_2,PCI,Plasma serine protease inhibitor,P05154,5104,SERPINA5,SL000550
SL010512,"P42336,P27986",3390-72_2,PIK3CA/PIK3R1,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform:Phosphatidylinositol 3-kinase regulatory subunit alpha complex",P42336 P27986,"52,905,295",PIK3CA PIK3R1,SL010512
SL007250,P48736,3391-10_2,PK3CG,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",P48736,5294,PIK3CG,SL007250
SL017614,Family,3392-68_2,PKB a/b/g,Protein kinase B alpha/beta/gamma,Family,8413,,SL017614
SL005258,P53350,3394-81_2,PLK-1,Serine/threonine-protein kinase PLK1,P53350,5347,PLK1,SL005258
SL000565,P00797,3396-54_2,Renin,Renin,P00797,5972,REN,SL000565
SL010616,Q06124,3397-7_4,SHP-2,Tyrosine-protein phosphatase non-receptor type 11,Q06124,5781,PTPN11,SL010616
SL007560,Q8WWQ8,3399-31_2,STAB2,Stabilin-2,Q8WWQ8,55576,STAB2,SL007560
SL007747,Q9UHD2,3400-49_2,TBK1,Serine/threonine-protein kinase TBK1,Q9UHD2,29110,TBK1,SL007747
SL005261,P17706,3401-8_2,TCPTP,Tyrosine-protein phosphatase non-receptor type 2,P17706,5771,PTPN2,SL005261
SL010617,P20231,3403-1_2,TPSB2,Tryptase beta-2,P20231,64499,TPSB2,SL010617
SL010619,Q9NRR2,3404-51_2,TPSG1,Tryptase gamma,Q9NRR2,25823,TPSG1,SL010619
SL010529,Q9Y3C8,3405-6_2,UFC1,Ubiquitin-fold modifier-conjugating enzyme 1,Q9Y3C8,51506,UFC1,SL010529
SL000104,P10415,3412-7_1,Bcl-2,Apoptosis regulator Bcl-2,P10415,596,BCL2,SL000104
SL003703,Q16548,3413-50_2,BFL1,Bcl-2-related protein A1,Q16548,597,BCL2A1,SL003703
SL006374,P51813,3414-40_2,BMX,Cytoplasmic tyrosine-protein kinase BMX,P51813,660,BMX,SL006374
SL004660,P21815,3415-61_2,BSP,Bone sialoprotein 2,P21815,3381,IBSP,SL004660
SL010521,Q06187,3416-2_2,BTK,Tyrosine-protein kinase BTK,Q06187,695,BTK,SL010521
SL010490,Q8IU85,3418-12_2,CAMK1D,Calcium/calmodulin-dependent protein kinase type 1D,Q8IU85,57118,CAMK1D,SL010490
SL010493,Q13557,3419-49_2,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,Q13557,817,CAMK2D,SL010493
SL004869,Q8N1Q1,3420-21_2,Carbonic anhydrase XIII,Carbonic anhydrase 13,Q8N1Q1,377677,CA13,SL004869
SL004635,P32971,3421-54_2,CD30 Ligand,Tumor necrosis factor ligand superfamily member 8,P32971,944,TNFSF8,SL004635
SL010494,"P06493,P14635",3422-4_2,CDK1/cyclin B,Cyclin-dependent kinase 1:G2/mitotic-specific cyclin-B1 complex,P06493 P14635,"983,891",CDC2 CCNB1,SL010494
SL005250,P23946,3423-59_2,Chymase,Chymase,P23946,1215,CMA1,SL005250
SL007324,P68400,3427-63_2,CSK21,Casein kinase II subunit alpha,P68400,1457,CSNK2A1,SL007324
SL004137,P21709,3431-54_2,EphA1,Ephrin type-A receptor 1,P21709,2041,EPHA1,SL004137
SL010498,P29320,3432-21_2,EPHA3,Ephrin type-A receptor 3,P29320,2042,EPHA3,SL010498
SL010349,P02751,3434-34_1,FN1.3,Fibronectin Fragment 3,P02751,2335,FN1,SL010349
SL010348,P02751,3435-53_2,FN1.4,Fibronectin Fragment 4,P02751,2335,FN1,SL010348
SL004636,P36888,3437-80_3,Flt-3,Receptor-type tyrosine-protein kinase FLT3,P36888,2322,FLT3,SL004636
SL009324,O95633,3438-10_2,FSTL3,Follistatin-related protein 3,O95633,10272,FSTL3,SL009324
SL004298,P12544,3440-7_2,granzyme A,Granzyme A,P12544,3001,GZMA,SL004298
SL017188,"P49840,P49841",3441-64_2,GSK-3 alpha/beta,Glycogen synthase kinase-3 alpha/beta,P49840 P49841,"29,312,932",GSK3A GSK3B,SL017188
SL010523,Q9H422,3443-61_2,HIPK3,Homeodomain-interacting protein kinase 3,Q9H422,10114,HIPK3,SL010523
SL004151,Q13261,3445-53_2,IL-15 Ra,Interleukin-15 receptor subunit alpha,Q13261,3601,IL15RA,SL004151
SL004152,Q13478,3446-7_2,IL-18 Ra,Interleukin-18 receptor 1,Q13478,8809,IL18R1,SL004152
SL000039,P10145,3447-64_2,IL-8,Interleukin-8,P10145,3576,CXCL8,SL000039
SL004125,P06213,3448-13_2,IR,Insulin receptor,P06213,3643,INSR,SL004125
SL004876,P29622,3449-58_2,Kallistatin,Kallistatin,P29622,5267,SERPINA4,SL004876
SL001797,Q92876,3450-4_2,Kallikrein 6,Kallikrein-6,Q92876,5653,KLK6,SL001797
SL006916,P06239,3452-17_2,LCK,Tyrosine-protein kinase Lck,P06239,3932,LCK,SL006916
SL006917,P07948,3453-87_2,LYN,Tyrosine-protein kinase Lyn,P07948,4067,LYN,SL006917
SL005084,Q15063,3457-57_1,Periostin,Periostin,Q15063,10631,POSTN,SL005084
SL004155,P09619,3459-49_2,PDGF Rb,Platelet-derived growth factor receptor beta,P09619,5159,PDGFRB,SL004155
SL009089,Q96GW7,3461-58_1,PGCB,Brevican core protein,Q96GW7,63827,BCAN,SL009089
SL010513,P17612,3466-8_2,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha,P17612,5566,PRKACA,SL010513
SL010515,P51812,3469-74_1,RPS6KA3,Ribosomal protein S6 kinase alpha-3,P51812,6197,RPS6KA3,SL010515
SL001945,P16581,3470-1_2,sE-Selectin,E-Selectin,P16581,6401,SELE,SL001945
SL010517,O75716,3471-49_1,STK16,Serine/threonine-protein kinase 16,O75716,8576,STK16,SL010517
SL000582,O15392,3472-40_2,Survivin,Baculoviral IAP repeat-containing protein 5,O15392,332,BIRC5,SL000582
SL005224,P40238,3473-78_2,Thrombopoietin Receptor,Thrombopoietin Receptor,P40238,4352,MPL,SL005224
SL002705,P07996,3474-19_2,Thrombospondin-1,Thrombospondin-1,P07996,7057,THBS1,SL002705
SL005225,P04629,3477-63_2,TrkA,High affinity nerve growth factor receptor,P04629,4914,NTRK1,SL005225
SL006480,P35030,3479-71_2,TRY3,Trypsin-3,P35030,5646,PRSS3,SL006480
