chromosome,gene,transcript,canonical,lof.oe_ci.upper,lof.oe_ci.upper_bin_decile,trimester,group,uni_prot,protein,rowsum,rank,norm_rank
NA,ADIPOQ,NM_004797.4,TRUE,1.655,NA,Second,Control,Q15848,Adiponectin,117848,331,0.28412017167381975
NA,ADIPOQ,NM_004797.4,TRUE,1.655,NA,Second,sPTD,Q15848,Adiponectin,55756,136,0.1167381974248927
NA,ADIPOQ,NM_004797.4,TRUE,1.655,NA,Second,PPROM,Q15848,Adiponectin,179723,507,0.4351931330472103
NA,ADIPOQ,NM_004797.4,TRUE,1.655,NA,Third,Control,Q15848,Adiponectin,62859,151,0.1296137339055794
NA,ADIPOQ,NM_004797.4,TRUE,1.655,NA,Third,sPTD,Q15848,Adiponectin,36597,137,0.11759656652360514
NA,ADIPOQ,NM_004797.4,TRUE,1.655,NA,Third,PPROM,Q15848,Adiponectin,153473,102,0.08755364806866953
chr3,ADIPOQ,ENST00000320741,TRUE,1.655,8,Second,Control,Q15848,Adiponectin,117848,331,0.28412017167381975
chr3,ADIPOQ,ENST00000320741,TRUE,1.655,8,Second,sPTD,Q15848,Adiponectin,55756,136,0.1167381974248927
chr3,ADIPOQ,ENST00000320741,TRUE,1.655,8,Second,PPROM,Q15848,Adiponectin,179723,507,0.4351931330472103
chr3,ADIPOQ,ENST00000320741,TRUE,1.655,8,Third,Control,Q15848,Adiponectin,62859,151,0.1296137339055794
chr3,ADIPOQ,ENST00000320741,TRUE,1.655,8,Third,sPTD,Q15848,Adiponectin,36597,137,0.11759656652360514
chr3,ADIPOQ,ENST00000320741,TRUE,1.655,8,Third,PPROM,Q15848,Adiponectin,153473,102,0.08755364806866953
NA,ADSL,NM_000026.4,TRUE,0.915,NA,Second,Control,P30566,PUR8,63235,157,0.13476394849785409
NA,ADSL,NM_000026.4,TRUE,0.915,NA,Second,sPTD,P30566,PUR8,91750,344,0.2952789699570815
NA,ADSL,NM_000026.4,TRUE,0.915,NA,Second,PPROM,P30566,PUR8,95773,216.5,0.18583690987124463
NA,ADSL,NM_000026.4,TRUE,0.915,NA,Third,Control,P30566,PUR8,93824,257,0.2206008583690987
NA,ADSL,NM_000026.4,TRUE,0.915,NA,Third,sPTD,P30566,PUR8,45782,180,0.15450643776824036
NA,ADSL,NM_000026.4,TRUE,0.915,NA,Third,PPROM,P30566,PUR8,355847,947,0.8128755364806867
chr22,ADSL,ENST00000623063,TRUE,0.915,4,Second,Control,P30566,PUR8,63235,157,0.13476394849785409
chr22,ADSL,ENST00000623063,TRUE,0.915,4,Second,sPTD,P30566,PUR8,91750,344,0.2952789699570815
chr22,ADSL,ENST00000623063,TRUE,0.915,4,Second,PPROM,P30566,PUR8,95773,216.5,0.18583690987124463
chr22,ADSL,ENST00000623063,TRUE,0.915,4,Third,Control,P30566,PUR8,93824,257,0.2206008583690987
chr22,ADSL,ENST00000623063,TRUE,0.915,4,Third,sPTD,P30566,PUR8,45782,180,0.15450643776824036
chr22,ADSL,ENST00000623063,TRUE,0.915,4,Third,PPROM,P30566,PUR8,355847,947,0.8128755364806867
NA,AFM,NM_001133.2,TRUE,1.44,NA,Second,Control,P43652,Afamin,307792,825,0.7081545064377682
NA,AFM,NM_001133.2,TRUE,1.44,NA,Second,sPTD,P43652,Afamin,159591,745,0.6394849785407726
NA,AFM,NM_001133.2,TRUE,1.44,NA,Second,PPROM,P43652,Afamin,283380,899.5,0.7721030042918455
NA,AFM,NM_001133.2,TRUE,1.44,NA,Third,Control,P43652,Afamin,206164,628,0.5390557939914163
NA,AFM,NM_001133.2,TRUE,1.44,NA,Third,sPTD,P43652,Afamin,69434,292,0.2506437768240343
NA,AFM,NM_001133.2,TRUE,1.44,NA,Third,PPROM,P43652,Afamin,153473,102,0.08755364806866953
chr4,AFM,ENST00000226355,TRUE,1.44,7,Second,Control,P43652,Afamin,307792,825,0.7081545064377682
chr4,AFM,ENST00000226355,TRUE,1.44,7,Second,sPTD,P43652,Afamin,159591,745,0.6394849785407726
chr4,AFM,ENST00000226355,TRUE,1.44,7,Second,PPROM,P43652,Afamin,283380,899.5,0.7721030042918455
chr4,AFM,ENST00000226355,TRUE,1.44,7,Third,Control,P43652,Afamin,206164,628,0.5390557939914163
chr4,AFM,ENST00000226355,TRUE,1.44,7,Third,sPTD,P43652,Afamin,69434,292,0.2506437768240343
chr4,AFM,ENST00000226355,TRUE,1.44,7,Third,PPROM,P43652,Afamin,153473,102,0.08755364806866953
NA,AGER,NM_001136.5,TRUE,1.068,NA,Second,Control,Q15109,sRAGE,13767,40,0.03433476394849785
NA,AGER,NM_001136.5,TRUE,1.068,NA,Second,sPTD,Q15109,sRAGE,123282,553,0.4746781115879829
NA,AGER,NM_001136.5,TRUE,1.068,NA,Second,PPROM,Q15109,sRAGE,283380,899.5,0.7721030042918455
NA,AGER,NM_001136.5,TRUE,1.068,NA,Third,Control,Q15109,sRAGE,14347,36,0.03090128755364806
NA,AGER,NM_001136.5,TRUE,1.068,NA,Third,sPTD,Q15109,sRAGE,37783,146,0.12532188841201716
NA,AGER,NM_001136.5,TRUE,1.068,NA,Third,PPROM,Q15109,sRAGE,157211,155.5,0.1334763948497854
chr6,AGER,ENST00000375076,TRUE,1.068,5,Second,Control,Q15109,sRAGE,13767,40,0.03433476394849785
chr6,AGER,ENST00000375076,TRUE,1.068,5,Second,sPTD,Q15109,sRAGE,123282,553,0.4746781115879829
chr6,AGER,ENST00000375076,TRUE,1.068,5,Second,PPROM,Q15109,sRAGE,283380,899.5,0.7721030042918455
chr6,AGER,ENST00000375076,TRUE,1.068,5,Third,Control,Q15109,sRAGE,14347,36,0.03090128755364806
chr6,AGER,ENST00000375076,TRUE,1.068,5,Third,sPTD,Q15109,sRAGE,37783,146,0.12532188841201716
chr6,AGER,ENST00000375076,TRUE,1.068,5,Third,PPROM,Q15109,sRAGE,157211,155.5,0.1334763948497854
NA,AGR2,NM_006408.4,TRUE,1.34,NA,Second,Control,O95994,AGR2,326255,875,0.7510729613733905
NA,AGR2,NM_006408.4,TRUE,1.34,NA,Second,sPTD,O95994,AGR2,151859,699,0.6
NA,AGR2,NM_006408.4,TRUE,1.34,NA,Second,PPROM,O95994,AGR2,303639,1071.5,0.9197424892703864
NA,AGR2,NM_006408.4,TRUE,1.34,NA,Third,Control,O95994,AGR2,296569,941,0.8077253218884121
NA,AGR2,NM_006408.4,TRUE,1.34,NA,Third,sPTD,O95994,AGR2,233903,843,0.7236051502145923
NA,AGR2,NM_006408.4,TRUE,1.34,NA,Third,PPROM,O95994,AGR2,350264,791.5,0.6793991416309013
chr7,AGR2,ENST00000419304,TRUE,1.34,7,Second,Control,O95994,AGR2,326255,875,0.7510729613733905
chr7,AGR2,ENST00000419304,TRUE,1.34,7,Second,sPTD,O95994,AGR2,151859,699,0.6
chr7,AGR2,ENST00000419304,TRUE,1.34,7,Second,PPROM,O95994,AGR2,303639,1071.5,0.9197424892703864
chr7,AGR2,ENST00000419304,TRUE,1.34,7,Third,Control,O95994,AGR2,296569,941,0.8077253218884121
chr7,AGR2,ENST00000419304,TRUE,1.34,7,Third,sPTD,O95994,AGR2,233903,843,0.7236051502145923
chr7,AGR2,ENST00000419304,TRUE,1.34,7,Third,PPROM,O95994,AGR2,350264,791.5,0.6793991416309013
NA,AGRP,NM_001138.2,TRUE,1.091,NA,Second,Control,O00253,ART,178450,498,0.4274678111587983
NA,AGRP,NM_001138.2,TRUE,1.091,NA,Second,sPTD,O00253,ART,98749,385,0.33047210300429186
NA,AGRP,NM_001138.2,TRUE,1.091,NA,Second,PPROM,O00253,ART,268302,752,0.6454935622317597
NA,AGRP,NM_001138.2,TRUE,1.091,NA,Third,Control,O00253,ART,150524,445,0.38197424892703863
NA,AGRP,NM_001138.2,TRUE,1.091,NA,Third,sPTD,O00253,ART,172050,668,0.5733905579399141
NA,AGRP,NM_001138.2,TRUE,1.091,NA,Third,PPROM,O00253,ART,215863,422,0.3622317596566524
chr16,AGRP,ENST00000290953,TRUE,1.091,5,Second,Control,O00253,ART,178450,498,0.4274678111587983
chr16,AGRP,ENST00000290953,TRUE,1.091,5,Second,sPTD,O00253,ART,98749,385,0.33047210300429186
chr16,AGRP,ENST00000290953,TRUE,1.091,5,Second,PPROM,O00253,ART,268302,752,0.6454935622317597
chr16,AGRP,ENST00000290953,TRUE,1.091,5,Third,Control,O00253,ART,150524,445,0.38197424892703863
chr16,AGRP,ENST00000290953,TRUE,1.091,5,Third,sPTD,O00253,ART,172050,668,0.5733905579399141
chr16,AGRP,ENST00000290953,TRUE,1.091,5,Third,PPROM,O00253,ART,215863,422,0.3622317596566524
NA,AGT,NM_001384479.1,TRUE,1.202,NA,Second,Control,P01019,Angiotensinogen,269598,709,0.6085836909871245
NA,AGT,NM_001384479.1,TRUE,1.202,NA,Second,sPTD,P01019,Angiotensinogen,96386,372,0.31931330472103003
NA,AGT,NM_001384479.1,TRUE,1.202,NA,Second,PPROM,P01019,Angiotensinogen,145239,424,0.3639484978540773
NA,AGT,NM_001384479.1,TRUE,1.202,NA,Third,Control,P01019,Angiotensinogen,120650,348,0.29871244635193134
NA,AGT,NM_001384479.1,TRUE,1.202,NA,Third,sPTD,P01019,Angiotensinogen,47299,188,0.16137339055793992
NA,AGT,NM_001384479.1,TRUE,1.202,NA,Third,PPROM,P01019,Angiotensinogen,194647,241,0.2068669527896996
chr1,AGT,ENST00000366667,TRUE,1.202,6,Second,Control,P01019,Angiotensinogen,269598,709,0.6085836909871245
chr1,AGT,ENST00000366667,TRUE,1.202,6,Second,sPTD,P01019,Angiotensinogen,96386,372,0.31931330472103003
chr1,AGT,ENST00000366667,TRUE,1.202,6,Second,PPROM,P01019,Angiotensinogen,145239,424,0.3639484978540773
chr1,AGT,ENST00000366667,TRUE,1.202,6,Third,Control,P01019,Angiotensinogen,120650,348,0.29871244635193134
chr1,AGT,ENST00000366667,TRUE,1.202,6,Third,sPTD,P01019,Angiotensinogen,47299,188,0.16137339055793992
chr1,AGT,ENST00000366667,TRUE,1.202,6,Third,PPROM,P01019,Angiotensinogen,194647,241,0.2068669527896996
NA,AHSG,NM_001622.4,TRUE,1.042,NA,Second,Control,P02765,a2-HS-Glycoprotein,253757,668,0.5733905579399141
NA,AHSG,NM_001622.4,TRUE,1.042,NA,Second,sPTD,P02765,a2-HS-Glycoprotein,140497,641,0.5502145922746781
NA,AHSG,NM_001622.4,TRUE,1.042,NA,Second,PPROM,P02765,a2-HS-Glycoprotein,283380,899.5,0.7721030042918455
NA,AHSG,NM_001622.4,TRUE,1.042,NA,Third,Control,P02765,a2-HS-Glycoprotein,210849,635,0.5450643776824035
NA,AHSG,NM_001622.4,TRUE,1.042,NA,Third,sPTD,P02765,a2-HS-Glycoprotein,19184,46,0.03948497854077253
NA,AHSG,NM_001622.4,TRUE,1.042,NA,Third,PPROM,P02765,a2-HS-Glycoprotein,153473,102,0.08755364806866953
chr3,AHSG,ENST00000411641,TRUE,1.042,5,Second,Control,P02765,a2-HS-Glycoprotein,253757,668,0.5733905579399141
chr3,AHSG,ENST00000411641,TRUE,1.042,5,Second,sPTD,P02765,a2-HS-Glycoprotein,140497,641,0.5502145922746781
chr3,AHSG,ENST00000411641,TRUE,1.042,5,Second,PPROM,P02765,a2-HS-Glycoprotein,283380,899.5,0.7721030042918455
chr3,AHSG,ENST00000411641,TRUE,1.042,5,Third,Control,P02765,a2-HS-Glycoprotein,210849,635,0.5450643776824035
chr3,AHSG,ENST00000411641,TRUE,1.042,5,Third,sPTD,P02765,a2-HS-Glycoprotein,19184,46,0.03948497854077253
chr3,AHSG,ENST00000411641,TRUE,1.042,5,Third,PPROM,P02765,a2-HS-Glycoprotein,153473,102,0.08755364806866953
NA,AIF1,NM_001623.5,TRUE,1.407,NA,Second,Control,P55008,AIF1,123221,354,0.303862660944206
NA,AIF1,NM_001623.5,TRUE,1.407,NA,Second,sPTD,P55008,AIF1,221887,1015,0.871244635193133
NA,AIF1,NM_001623.5,TRUE,1.407,NA,Second,PPROM,P55008,AIF1,268302,752,0.6454935622317597
NA,AIF1,NM_001623.5,TRUE,1.407,NA,Third,Control,P55008,AIF1,171532,525,0.45064377682403434
NA,AIF1,NM_001623.5,TRUE,1.407,NA,Third,sPTD,P55008,AIF1,275791,1000,0.8583690987124464
NA,AIF1,NM_001623.5,TRUE,1.407,NA,Third,PPROM,P55008,AIF1,355847,947,0.8128755364806867
chr6,AIF1,ENST00000376059,TRUE,1.407,7,Second,Control,P55008,AIF1,123221,354,0.303862660944206
chr6,AIF1,ENST00000376059,TRUE,1.407,7,Second,sPTD,P55008,AIF1,221887,1015,0.871244635193133
chr6,AIF1,ENST00000376059,TRUE,1.407,7,Second,PPROM,P55008,AIF1,268302,752,0.6454935622317597
chr6,AIF1,ENST00000376059,TRUE,1.407,7,Third,Control,P55008,AIF1,171532,525,0.45064377682403434
chr6,AIF1,ENST00000376059,TRUE,1.407,7,Third,sPTD,P55008,AIF1,275791,1000,0.8583690987124464
chr6,AIF1,ENST00000376059,TRUE,1.407,7,Third,PPROM,P55008,AIF1,355847,947,0.8128755364806867
NA,AIMP1,NM_001142416.2,TRUE,0.931,NA,Second,Control,Q12904,EMAP-2,204890,552,0.4738197424892704
NA,AIMP1,NM_001142416.2,TRUE,0.931,NA,Second,sPTD,Q12904,EMAP-2,173599,799,0.6858369098712447
NA,AIMP1,NM_001142416.2,TRUE,0.931,NA,Second,PPROM,Q12904,EMAP-2,303639,1071.5,0.9197424892703864
NA,AIMP1,NM_001142416.2,TRUE,0.931,NA,Third,Control,Q12904,EMAP-2,144999,430,0.3690987124463519
NA,AIMP1,NM_001142416.2,TRUE,0.931,NA,Third,sPTD,Q12904,EMAP-2,261208,943,0.8094420600858369
NA,AIMP1,NM_001142416.2,TRUE,0.931,NA,Third,PPROM,Q12904,EMAP-2,215863,422,0.3622317596566524
chr4,AIMP1,ENST00000672341,TRUE,0.931,4,Second,Control,Q12904,EMAP-2,204890,552,0.4738197424892704
chr4,AIMP1,ENST00000672341,TRUE,0.931,4,Second,sPTD,Q12904,EMAP-2,173599,799,0.6858369098712447
chr4,AIMP1,ENST00000672341,TRUE,0.931,4,Second,PPROM,Q12904,EMAP-2,303639,1071.5,0.9197424892703864
chr4,AIMP1,ENST00000672341,TRUE,0.931,4,Third,Control,Q12904,EMAP-2,144999,430,0.3690987124463519
chr4,AIMP1,ENST00000672341,TRUE,0.931,4,Third,sPTD,Q12904,EMAP-2,261208,943,0.8094420600858369
chr4,AIMP1,ENST00000672341,TRUE,0.931,4,Third,PPROM,Q12904,EMAP-2,215863,422,0.3622317596566524
NA,AIP,NM_003977.4,TRUE,0.626,NA,Second,Control,O00170,AIP,157622,456,0.3914163090128755
NA,AIP,NM_003977.4,TRUE,0.626,NA,Second,sPTD,O00170,AIP,189881,879,0.7545064377682403
NA,AIP,NM_003977.4,TRUE,0.626,NA,Second,PPROM,O00170,AIP,244655,618,0.5304721030042918
NA,AIP,NM_003977.4,TRUE,0.626,NA,Third,Control,O00170,AIP,235332,706,0.6060085836909871
NA,AIP,NM_003977.4,TRUE,0.626,NA,Third,sPTD,O00170,AIP,132839,545,0.4678111587982833
NA,AIP,NM_003977.4,TRUE,0.626,NA,Third,PPROM,O00170,AIP,355847,947,0.8128755364806867
chr11,AIP,ENST00000279146,TRUE,0.626,2,Second,Control,O00170,AIP,157622,456,0.3914163090128755
chr11,AIP,ENST00000279146,TRUE,0.626,2,Second,sPTD,O00170,AIP,189881,879,0.7545064377682403
chr11,AIP,ENST00000279146,TRUE,0.626,2,Second,PPROM,O00170,AIP,244655,618,0.5304721030042918
chr11,AIP,ENST00000279146,TRUE,0.626,2,Third,Control,O00170,AIP,235332,706,0.6060085836909871
chr11,AIP,ENST00000279146,TRUE,0.626,2,Third,sPTD,O00170,AIP,132839,545,0.4678111587982833
chr11,AIP,ENST00000279146,TRUE,0.626,2,Third,PPROM,O00170,AIP,355847,947,0.8128755364806867
NA,AK1,NM_000476.3,TRUE,0.873,NA,Second,Control,P00568,"Myokinase, human",130678,383,0.32875536480686696
NA,AK1,NM_000476.3,TRUE,0.873,NA,Second,sPTD,P00568,"Myokinase, human",187635,866,0.7433476394849785
NA,AK1,NM_000476.3,TRUE,0.873,NA,Second,PPROM,P00568,"Myokinase, human",268302,752,0.6454935622317597
NA,AK1,NM_000476.3,TRUE,0.873,NA,Third,Control,P00568,"Myokinase, human",205386,625,0.5364806866952789
NA,AK1,NM_000476.3,TRUE,0.873,NA,Third,sPTD,P00568,"Myokinase, human",211653,777,0.6669527896995708
NA,AK1,NM_000476.3,TRUE,0.873,NA,Third,PPROM,P00568,"Myokinase, human",199153,336,0.28841201716738196
chr9,AK1,ENST00000644144,TRUE,0.873,4,Second,Control,P00568,"Myokinase, human",130678,383,0.32875536480686696
chr9,AK1,ENST00000644144,TRUE,0.873,4,Second,sPTD,P00568,"Myokinase, human",187635,866,0.7433476394849785
chr9,AK1,ENST00000644144,TRUE,0.873,4,Second,PPROM,P00568,"Myokinase, human",268302,752,0.6454935622317597
chr9,AK1,ENST00000644144,TRUE,0.873,4,Third,Control,P00568,"Myokinase, human",205386,625,0.5364806866952789
chr9,AK1,ENST00000644144,TRUE,0.873,4,Third,sPTD,P00568,"Myokinase, human",211653,777,0.6669527896995708
chr9,AK1,ENST00000644144,TRUE,0.873,4,Third,PPROM,P00568,"Myokinase, human",199153,336,0.28841201716738196
NA,AKR1A1,NM_153326.3,TRUE,0.871,NA,Second,Control,P14550,AK1A1,301767,803,0.6892703862660944
NA,AKR1A1,NM_153326.3,TRUE,0.871,NA,Second,sPTD,P14550,AK1A1,274762,1156,0.992274678111588
NA,AKR1A1,NM_153326.3,TRUE,0.871,NA,Second,PPROM,P14550,AK1A1,95773,216.5,0.18583690987124463
NA,AKR1A1,NM_153326.3,TRUE,0.871,NA,Third,Control,P14550,AK1A1,283859,875,0.7510729613733905
NA,AKR1A1,NM_153326.3,TRUE,0.871,NA,Third,sPTD,P14550,AK1A1,321420,1139,0.9776824034334765
NA,AKR1A1,NM_153326.3,TRUE,0.871,NA,Third,PPROM,P14550,AK1A1,199153,336,0.28841201716738196
chr1,AKR1A1,ENST00000351829,TRUE,0.871,4,Second,Control,P14550,AK1A1,301767,803,0.6892703862660944
chr1,AKR1A1,ENST00000351829,TRUE,0.871,4,Second,sPTD,P14550,AK1A1,274762,1156,0.992274678111588
chr1,AKR1A1,ENST00000351829,TRUE,0.871,4,Second,PPROM,P14550,AK1A1,95773,216.5,0.18583690987124463
chr1,AKR1A1,ENST00000351829,TRUE,0.871,4,Third,Control,P14550,AK1A1,283859,875,0.7510729613733905
chr1,AKR1A1,ENST00000351829,TRUE,0.871,4,Third,sPTD,P14550,AK1A1,321420,1139,0.9776824034334765
chr1,AKR1A1,ENST00000351829,TRUE,0.871,4,Third,PPROM,P14550,AK1A1,199153,336,0.28841201716738196
NA,AKR7A2,NM_003689.4,TRUE,1.062,NA,Second,Control,O43488,Aflatoxin B1 aldehyde reductase,229372,616,0.5287553648068669
NA,AKR7A2,NM_003689.4,TRUE,1.062,NA,Second,sPTD,O43488,Aflatoxin B1 aldehyde reductase,230945,1040,0.8927038626609443
NA,AKR7A2,NM_003689.4,TRUE,1.062,NA,Second,PPROM,O43488,Aflatoxin B1 aldehyde reductase,145239,424,0.3639484978540773
NA,AKR7A2,NM_003689.4,TRUE,1.062,NA,Third,Control,O43488,Aflatoxin B1 aldehyde reductase,282472,871,0.7476394849785408
NA,AKR7A2,NM_003689.4,TRUE,1.062,NA,Third,sPTD,O43488,Aflatoxin B1 aldehyde reductase,262244,948,0.8137339055793992
NA,AKR7A2,NM_003689.4,TRUE,1.062,NA,Third,PPROM,O43488,Aflatoxin B1 aldehyde reductase,366299,1099.5,0.9437768240343348
chr1,AKR7A2,ENST00000235835,TRUE,1.062,5,Second,Control,O43488,Aflatoxin B1 aldehyde reductase,229372,616,0.5287553648068669
chr1,AKR7A2,ENST00000235835,TRUE,1.062,5,Second,sPTD,O43488,Aflatoxin B1 aldehyde reductase,230945,1040,0.8927038626609443
chr1,AKR7A2,ENST00000235835,TRUE,1.062,5,Second,PPROM,O43488,Aflatoxin B1 aldehyde reductase,145239,424,0.3639484978540773
chr1,AKR7A2,ENST00000235835,TRUE,1.062,5,Third,Control,O43488,Aflatoxin B1 aldehyde reductase,282472,871,0.7476394849785408
chr1,AKR7A2,ENST00000235835,TRUE,1.062,5,Third,sPTD,O43488,Aflatoxin B1 aldehyde reductase,262244,948,0.8137339055793992
chr1,AKR7A2,ENST00000235835,TRUE,1.062,5,Third,PPROM,O43488,Aflatoxin B1 aldehyde reductase,366299,1099.5,0.9437768240343348
NA,ALB,NM_000477.7,TRUE,0.577,NA,Second,Control,P02768,Albumin,269561,707,0.6068669527896996
NA,ALB,NM_000477.7,TRUE,0.577,NA,Second,sPTD,P02768,Albumin,113108,503,0.4317596566523605
NA,ALB,NM_000477.7,TRUE,0.577,NA,Second,PPROM,P02768,Albumin,85169,95.5,0.08197424892703863
NA,ALB,NM_000477.7,TRUE,0.577,NA,Third,Control,P02768,Albumin,203386,618,0.5304721030042918
NA,ALB,NM_000477.7,TRUE,0.577,NA,Third,sPTD,P02768,Albumin,190065,717,0.615450643776824
NA,ALB,NM_000477.7,TRUE,0.577,NA,Third,PPROM,P02768,Albumin,215863,422,0.3622317596566524
chr4,ALB,ENST00000295897,TRUE,0.577,1,Second,Control,P02768,Albumin,269561,707,0.6068669527896996
chr4,ALB,ENST00000295897,TRUE,0.577,1,Second,sPTD,P02768,Albumin,113108,503,0.4317596566523605
chr4,ALB,ENST00000295897,TRUE,0.577,1,Second,PPROM,P02768,Albumin,85169,95.5,0.08197424892703863
chr4,ALB,ENST00000295897,TRUE,0.577,1,Third,Control,P02768,Albumin,203386,618,0.5304721030042918
chr4,ALB,ENST00000295897,TRUE,0.577,1,Third,sPTD,P02768,Albumin,190065,717,0.615450643776824
chr4,ALB,ENST00000295897,TRUE,0.577,1,Third,PPROM,P02768,Albumin,215863,422,0.3622317596566524
NA,ALCAM,NM_001627.4,TRUE,0.474,NA,Second,Control,Q13740,ALCAM,348676,947,0.8128755364806867
NA,ALCAM,NM_001627.4,TRUE,0.474,NA,Second,sPTD,Q13740,ALCAM,251112,1108,0.9510729613733906
NA,ALCAM,NM_001627.4,TRUE,0.474,NA,Second,PPROM,Q13740,ALCAM,268302,752,0.6454935622317597
NA,ALCAM,NM_001627.4,TRUE,0.474,NA,Third,Control,Q13740,ALCAM,251903,760,0.6523605150214592
NA,ALCAM,NM_001627.4,TRUE,0.474,NA,Third,sPTD,Q13740,ALCAM,263724,959,0.8231759656652361
NA,ALCAM,NM_001627.4,TRUE,0.474,NA,Third,PPROM,Q13740,ALCAM,366299,1099.5,0.9437768240343348
chr3,ALCAM,ENST00000306107,TRUE,0.474,1,Second,Control,Q13740,ALCAM,348676,947,0.8128755364806867
chr3,ALCAM,ENST00000306107,TRUE,0.474,1,Second,sPTD,Q13740,ALCAM,251112,1108,0.9510729613733906
chr3,ALCAM,ENST00000306107,TRUE,0.474,1,Second,PPROM,Q13740,ALCAM,268302,752,0.6454935622317597
chr3,ALCAM,ENST00000306107,TRUE,0.474,1,Third,Control,Q13740,ALCAM,251903,760,0.6523605150214592
chr3,ALCAM,ENST00000306107,TRUE,0.474,1,Third,sPTD,Q13740,ALCAM,263724,959,0.8231759656652361
chr3,ALCAM,ENST00000306107,TRUE,0.474,1,Third,PPROM,Q13740,ALCAM,366299,1099.5,0.9437768240343348
NA,ALPL,NM_000478.6,TRUE,0.987,NA,Second,Control,P05186,"Alkaline phosphatase, bone",379442,1085,0.9313304721030042
NA,ALPL,NM_000478.6,TRUE,0.987,NA,Second,Control,P05186,"Alkaline phosphatase, liver",54114,135,0.11587982832618024
NA,ALPL,NM_000478.6,TRUE,0.987,NA,Second,sPTD,P05186,"Alkaline phosphatase, bone",77572,248,0.2128755364806867
NA,ALPL,NM_000478.6,TRUE,0.987,NA,Second,PPROM,P05186,"Alkaline phosphatase, bone",95773,216.5,0.18583690987124463
NA,ALPL,NM_000478.6,TRUE,0.987,NA,Third,Control,P05186,"Alkaline phosphatase, bone",292886,920,0.7896995708154506
NA,ALPL,NM_000478.6,TRUE,0.987,NA,Third,Control,P05186,"Alkaline phosphatase, liver",73949,178,0.15278969957081545
NA,ALPL,NM_000478.6,TRUE,0.987,NA,Third,sPTD,P05186,"Alkaline phosphatase, bone",237125,858,0.736480686695279
NA,ALPL,NM_000478.6,TRUE,0.987,NA,Third,PPROM,P05186,"Alkaline phosphatase, bone",215863,422,0.3622317596566524
chr1,ALPL,ENST00000374840,TRUE,0.987,5,Second,Control,P05186,"Alkaline phosphatase, bone",379442,1085,0.9313304721030042
chr1,ALPL,ENST00000374840,TRUE,0.987,5,Second,Control,P05186,"Alkaline phosphatase, liver",54114,135,0.11587982832618024
chr1,ALPL,ENST00000374840,TRUE,0.987,5,Second,sPTD,P05186,"Alkaline phosphatase, bone",77572,248,0.2128755364806867
chr1,ALPL,ENST00000374840,TRUE,0.987,5,Second,PPROM,P05186,"Alkaline phosphatase, bone",95773,216.5,0.18583690987124463
chr1,ALPL,ENST00000374840,TRUE,0.987,5,Third,Control,P05186,"Alkaline phosphatase, bone",292886,920,0.7896995708154506
chr1,ALPL,ENST00000374840,TRUE,0.987,5,Third,Control,P05186,"Alkaline phosphatase, liver",73949,178,0.15278969957081545
chr1,ALPL,ENST00000374840,TRUE,0.987,5,Third,sPTD,P05186,"Alkaline phosphatase, bone",237125,858,0.736480686695279
chr1,ALPL,ENST00000374840,TRUE,0.987,5,Third,PPROM,P05186,"Alkaline phosphatase, bone",215863,422,0.3622317596566524
NA,AMH,NM_000479.5,TRUE,1.954,NA,Second,Control,P03971,MIS,243049,647,0.5553648068669528
NA,AMH,NM_000479.5,TRUE,1.954,NA,Second,sPTD,P03971,MIS,79817,266,0.22832618025751072
NA,AMH,NM_000479.5,TRUE,1.954,NA,Second,PPROM,P03971,MIS,283380,899.5,0.7721030042918455
NA,AMH,NM_000479.5,TRUE,1.954,NA,Third,Control,P03971,MIS,274765,837,0.7184549356223175
NA,AMH,NM_000479.5,TRUE,1.954,NA,Third,sPTD,P03971,MIS,174904,675,0.5793991416309013
NA,AMH,NM_000479.5,TRUE,1.954,NA,Third,PPROM,P03971,MIS,366299,1099.5,0.9437768240343348
chr19,AMH,ENST00000221496,TRUE,1.954,9,Second,Control,P03971,MIS,243049,647,0.5553648068669528
chr19,AMH,ENST00000221496,TRUE,1.954,9,Second,sPTD,P03971,MIS,79817,266,0.22832618025751072
chr19,AMH,ENST00000221496,TRUE,1.954,9,Second,PPROM,P03971,MIS,283380,899.5,0.7721030042918455
chr19,AMH,ENST00000221496,TRUE,1.954,9,Third,Control,P03971,MIS,274765,837,0.7184549356223175
chr19,AMH,ENST00000221496,TRUE,1.954,9,Third,sPTD,P03971,MIS,174904,675,0.5793991416309013
chr19,AMH,ENST00000221496,TRUE,1.954,9,Third,PPROM,P03971,MIS,366299,1099.5,0.9437768240343348
NA,AMHR2,NM_020547.3,TRUE,0.784,NA,Second,Control,Q16671,AMHR2,384313,1106,0.9493562231759656
NA,AMHR2,NM_020547.3,TRUE,0.784,NA,Second,sPTD,Q16671,AMHR2,124825,566,0.4858369098712446
NA,AMHR2,NM_020547.3,TRUE,0.784,NA,Second,PPROM,Q16671,AMHR2,283380,899.5,0.7721030042918455
NA,AMHR2,NM_020547.3,TRUE,0.784,NA,Third,Control,Q16671,AMHR2,305952,992,0.8515021459227468
NA,AMHR2,NM_020547.3,TRUE,0.784,NA,Third,sPTD,Q16671,AMHR2,78313,328,0.2815450643776824
NA,AMHR2,NM_020547.3,TRUE,0.784,NA,Third,PPROM,Q16671,AMHR2,157211,155.5,0.1334763948497854
