"hyperedge_id","protein_id"
"17-beta-HSD 1","IL-15 Ra"
"17-beta-HSD 1","IL-17"
"17-beta-HSD 1","IL-17 RC"
"17-beta-HSD 1","IL-17 RD"
"17-beta-HSD 1","IL-17B"
"17-beta-HSD 1","IL-17B R"
"17-beta-HSD 1","IL-17D"
"17-beta-HSD 1","IL-17F"
"17-beta-HSD 1","IL-18 Ra"
"17-beta-HSD 1","IL-18 Rb"
"17-beta-HSD 1","IL-1F7"
"17-beta-HSD 1","IL-1Rrp2"
"17-beta-HSD 1","IL-1b"
"17-beta-HSD 1","IL-2 sRg"
"17-beta-HSD 1","IL-20"
"17-beta-HSD 1","IL-23"
"17-beta-HSD 1","IL-27"
"17-beta-HSD 1","IL-3"
"17-beta-HSD 1","IL-34"
"17-beta-HSD 1","IL-4"
"17-beta-HSD 1","IL-4 sR"
"17-beta-HSD 1","IL-5"
"17-beta-HSD 1","IL-7"
"17-beta-HSD 1","IL-7 Ra"
"17-beta-HSD 1","IL-8"
"17-beta-HSD 1","ILT-4"
"17-beta-HSD 1","IMB1"
"17-beta-HSD 1","ISM1"
"17-beta-HSD 1","IgD"
"17-beta-HSD 1","IgE"
"17-beta-HSD 1","IgG"
"17-beta-HSD 1","IgM"
"17-beta-HSD 1","Integrin a1b1"
"17-beta-HSD 1","Integrin aVb5"
"17-beta-HSD 1","JAG1"
"17-beta-HSD 1","JAG2"
"17-beta-HSD 1","JAK2"
"17-beta-HSD 1","JAM-C"
"17-beta-HSD 1","JAML1"
"17-beta-HSD 1","JNK2"
"17-beta-HSD 1","K-ras"
"17-beta-HSD 1","KI2L4"
"17-beta-HSD 1","KIAP"
"17-beta-HSD 1","KIRR3"
"17-beta-HSD 1","KLRF1"
"17-beta-HSD 1","KYNU"
"17-beta-HSD 1","Kallikrein 11"
"17-beta-HSD 1","Kallikrein 6"
"17-beta-HSD 1","L-VEGF165"
"17-beta-HSD 1","LCMT1"
"17-beta-HSD 1","LD78-beta"
"17-beta-HSD 1","LDH-H 1"
"17-beta-HSD 1","LIGHT"
"17-beta-HSD 1","LIN7B"
"17-beta-HSD 1","LRRT1"
"17-beta-HSD 1","LRRT3"
"17-beta-HSD 1","LSAMP"
"17-beta-HSD 1","LYN"
"17-beta-HSD 1","LYNB"
"17-beta-HSD 1","Lamin-B1"
"17-beta-HSD 1","Laminin"
"17-beta-HSD 1","Layilin"
"17-beta-HSD 1","Livin B"
"17-beta-HSD 1","Luteinizing hormone"
"17-beta-HSD 1","Lymphotactin"
"17-beta-HSD 1","Lymphotoxin a1/b2"
"17-beta-HSD 1","Lymphotoxin a2/b1"
"17-beta-HSD 1","M2-PK"
"17-beta-HSD 1","MAPK14"
"17-beta-HSD 1","MAPKAPK3"
"17-beta-HSD 1","MASP3"
"17-beta-HSD 1","MATN2"
"17-beta-HSD 1","MATN3"
"17-beta-HSD 1","MCP-2"
"17-beta-HSD 1","MCP-4"
"17-beta-HSD 1","MDHC"
"17-beta-HSD 1","MEPE"
"17-beta-HSD 1","MICB"
"17-beta-HSD 1","MIP-3a"
"17-beta-HSD 1","MIS"
"17-beta-HSD 1","MK01"
"17-beta-HSD 1","MK08"
"17-beta-HSD 1","MK11"
"17-beta-HSD 1","MK13"
"17-beta-HSD 1","MMEL2"
"17-beta-HSD 1","MMP-10"
"17-beta-HSD 1","MMP-16"
"17-beta-HSD 1","MMP-17"
"17-beta-HSD 1","MMP-3"
"17-beta-HSD 1","MO2R1"
"17-beta-HSD 1","MOZ"
"17-beta-HSD 1","MRCKB"
"17-beta-HSD 1","MSP R"
"17-beta-HSD 1","Macrophage mannose receptor"
"17-beta-HSD 1","Macrophage scavenger receptor"
"17-beta-HSD 1","Marapsin"
"17-beta-HSD 1","NACA"
"17-beta-HSD 1","NANOG"
"17-beta-HSD 1","NAP-2"
"17-beta-HSD 1","NCAM-120"
"17-beta-HSD 1","NCAM1"
"17-beta-HSD 1","NCC27"
"17-beta-HSD 1","NDP kinase B"
"17-beta-HSD 1","NG36"
"17-beta-HSD 1","NKp30"
"17-beta-HSD 1","NLGNX"
"17-beta-HSD 1","NRX3A"
"17-beta-HSD 1","NRX3B"
"17-beta-HSD 1","NSF1C"
"17-beta-HSD 1","Nectin-like protein 1"
"17-beta-HSD 1","Neurotrophin-5"
"17-beta-HSD 1","Notch 1"
"17-beta-HSD 1","NovH"
"17-beta-HSD 1","Nr-CAM"
"17-beta-HSD 1","OBCAM"
"17-beta-HSD 1","OCAD1"
"17-beta-HSD 1","ON"
"17-beta-HSD 1","OSM"
"17-beta-HSD 1","OX40 Ligand"
"17-beta-HSD 1","Olfactomedin-4"
"17-beta-HSD 1","Oxidized PARK7"
"17-beta-HSD 1","P-Selectin"
"17-beta-HSD 1","PA2G4"
"17-beta-HSD 1","PACA"
"17-beta-HSD 1","PACAP-38"
"17-beta-HSD 1","PAFAH beta subunit"
"17-beta-HSD 1","PAK3"
"17-beta-HSD 1","PAK7"
"17-beta-HSD 1","PAL4D"
"17-beta-HSD 1","PBP"
"17-beta-HSD 1","PCNA"
"17-beta-HSD 1","PDE11"
"17-beta-HSD 1","PDE3A"
"17-beta-HSD 1","PDE4D"
"17-beta-HSD 1","PDE7A"
"17-beta-HSD 1","PDE9A"
"17-beta-HSD 1","PDGF-AA"
"17-beta-HSD 1","PDGF-BB"
"17-beta-HSD 1","PDK1"
"17-beta-HSD 1","PDPK1"
"17-beta-HSD 1","PECAM-1"
"17-beta-HSD 1","PF-4"
"17-beta-HSD 1","PHI"
"17-beta-HSD 1","PIK3CA/PIK3R1"
"17-beta-HSD 1","PIM1"
"17-beta-HSD 1","PKB a/b/g"
"17-beta-HSD 1","PKC-A"
"17-beta-HSD 1","PKC-B-II"
"17-beta-HSD 1","PKC-D"
"17-beta-HSD 1","PLCG1"
"17-beta-HSD 1","PLK-1"
"17-beta-HSD 1","PLPP"
"17-beta-HSD 1","PP13G"
"17-beta-HSD 1","PPIB"
"17-beta-HSD 1","PPIE"
"17-beta-HSD 1","PRKACA"
"17-beta-HSD 1","PSA1"
"17-beta-HSD 1","PSA2"
"17-beta-HSD 1","PSMA"
"17-beta-HSD 1","PTK6"
"17-beta-HSD 1","PTP-1C"
"17-beta-HSD 1","Parathyroid Hormone1-34"
"17-beta-HSD 1","Periostin"
"17-beta-HSD 1","Persephin"
"17-beta-HSD 1","Plasmin"
"17-beta-HSD 1","Prolactin Receptor"
"17-beta-HSD 1","Protein disulfide isomerase A3"
"17-beta-HSD 1","Protein disulfide-isomerase"
"17-beta-HSD 1","RAC1"
"17-beta-HSD 1","RANK"
"17-beta-HSD 1","RANTES"
"17-beta-HSD 1","RGM-C"
"17-beta-HSD 1","RGMA"
"17-beta-HSD 1","RGMB"
"17-beta-HSD 1","ROBO2"
"17-beta-HSD 1","ROBO3"
"17-beta-HSD 1","RPS6KA3"
"17-beta-HSD 1","RSK-like protein kinase"
"17-beta-HSD 1","RSPO2"
"17-beta-HSD 1","RTN4"
"17-beta-HSD 1","RUXF"
"17-beta-HSD 1","Rab GDP dissociation inhibitor beta"
"17-beta-HSD 1","Rb"
"17-beta-HSD 1","SAP"
"17-beta-HSD 1","SE6L2"
"17-beta-HSD 1","SHC1"
"17-beta-HSD 1","SHP-2"
"17-beta-HSD 1","SKP1"
"17-beta-HSD 1","SLAF5"
"17-beta-HSD 1","SLAF6"
"17-beta-HSD 1","SLAF7"
"17-beta-HSD 1","SNAA"
"17-beta-HSD 1","SPTA2"
"17-beta-HSD 1","SREC-II"
"17-beta-HSD 1","STK16"
"17-beta-HSD 1","STX1a"
"17-beta-HSD 1","Semaphorin 3E"
"17-beta-HSD 1","Soggy-1"
"17-beta-HSD 1","Sorting nexin 4"
"17-beta-HSD 1","Sphingosine kinase 1"
"17-beta-HSD 1","Survivin"
"17-beta-HSD 1","TACI"
"17-beta-HSD 1","TAK1-TAB1"
"17-beta-HSD 1","TBP"
"17-beta-HSD 1","TCPTP"
"17-beta-HSD 1","TCTP"
"17-beta-HSD 1","TGF-b R II"
"17-beta-HSD 1","TGF-b R III"
"17-beta-HSD 1","TGF-b2"
"17-beta-HSD 1","TGF-b3"
"17-beta-HSD 1","TIMP-3"
"17-beta-HSD 1","TLR4:MD-2 complex"
"17-beta-HSD 1","TMA"
"17-beta-HSD 1","TNF-b"
"17-beta-HSD 1","TNR4"
"17-beta-HSD 1","TRAIL R1"
"17-beta-HSD 1","TRY3"
"17-beta-HSD 1","TSH"
"17-beta-HSD 1","TWEAK"
"17-beta-HSD 1","Thrombospondin-1"
"17-beta-HSD 1","Thymidine kinase"
"17-beta-HSD 1","Topoisomerase I"
"17-beta-HSD 1","TrATPase"
"17-beta-HSD 1","Transketolase"
"17-beta-HSD 1","Triosephosphate isomerase"
"17-beta-HSD 1","TrkA"
"17-beta-HSD 1","Tropomyosin 1 alpha chain"
"17-beta-HSD 1","UB2L3"
"17-beta-HSD 1","UBC9"
"17-beta-HSD 1","UBE2N"
"17-beta-HSD 1","UFC1"
"17-beta-HSD 1","UFM1"
"17-beta-HSD 1","UNC5H4"
"17-beta-HSD 1","URB"
"17-beta-HSD 1","VEGF"
"17-beta-HSD 1","VWC2L"
"17-beta-HSD 1","WFKN1"
"17-beta-HSD 1","WIF-1"
"17-beta-HSD 1","WISP-1"
"17-beta-HSD 1","WNT7A"
"17-beta-HSD 1","XEDAR"
"17-beta-HSD 1","XPNPEP1"
"17-beta-HSD 1","a1-Antichymotrypsin"
"17-beta-HSD 1","a2-Antiplasmin"
"17-beta-HSD 1","a2-HS-Glycoprotein"
"17-beta-HSD 1","amyloid precursor protein"
"17-beta-HSD 1","annexin VI"
"17-beta-HSD 1","b-ECGF"
"17-beta-HSD 1","b-Endorphin"
"17-beta-HSD 1","bFGF-R"
"17-beta-HSD 1","cGMP-stimulated PDE"
"17-beta-HSD 1","cIAP-2"
"17-beta-HSD 1","calgranulin B"
"17-beta-HSD 1","calreticulin"
"17-beta-HSD 1","carbonic anhydrase II"
"17-beta-HSD 1","dopa decarboxylase"
"17-beta-HSD 1","eIF-5"
"17-beta-HSD 1","eIF-5A-1"
"17-beta-HSD 1","gp130, soluble"
"17-beta-HSD 1","gpIIbIIIa"
"17-beta-HSD 1","hnRNP K"
"17-beta-HSD 1","kallikrein 13"
"17-beta-HSD 1","kallikrein 5"
"17-beta-HSD 1","p60-Src"
"17-beta-HSD 1","paraoxonase 1"
"17-beta-HSD 1","sCD4"
"17-beta-HSD 1","sFRP-3"
"17-beta-HSD 1","sICAM-3"
"17-beta-HSD 1","sL-Selectin"
"17-beta-HSD 1","sLeptin R"
"17-beta-HSD 1","sRANKL"
"17-beta-HSD 1","sTie-2"
"17-beta-HSD 1","transcription factor MLR1, isoform CRA_b"
"3HIDH","17-beta-HSD 1"
"3HIDH","3HIDH"
"3HIDH","4-1BB"
"3HIDH","4-1BB ligand"
"3HIDH","40S ribosomal protein SA"
"3HIDH","6Ckine"
"3HIDH","ABL1"
"3HIDH","ACTH"
"3HIDH","ADAMTS-5"
"3HIDH","AGR2"
"3HIDH","AIF1"
"3HIDH","AK1A1"
"3HIDH","ALCAM"
"3HIDH","AMHR2"
"3HIDH","AMNLS"
"3HIDH","AMPK a1b1g1"
"3HIDH","AREG"
"3HIDH","ARSB"
"3HIDH","ASM3A"
"3HIDH","ATS15"
"3HIDH","Activated Protein C"
"3HIDH","Activin RIB"
"3HIDH","Aflatoxin B1 aldehyde reductase"
"3HIDH","Alkaline phosphatase, bone"
"3HIDH","Angiopoietin-1"
"3HIDH","Artemin"
"3HIDH","Arylsulfatase A"
"3HIDH","Aurora kinase A"
"3HIDH","B7"
"3HIDH","BDNF"
"3HIDH","BMP RII"
"3HIDH","BMPER"
"3HIDH","BMX"
"3HIDH","BNP"
"3HIDH","BNP-32"
"3HIDH","BPSA"
"3HIDH","BTK"
"3HIDH","C1QBP"
"3HIDH","C8"
"3HIDH","CAD15"
"3HIDH","CBG"
"3HIDH","CBPE"
"3HIDH","CBX5"
"3HIDH","CD226"
"3HIDH","CD30 Ligand"
"3HIDH","CD40 ligand, soluble"
"3HIDH","CD70"
"3HIDH","CD97"
"3HIDH","CDC37"
"3HIDH","CDK2/cyclin A"
"3HIDH","CDK5/p35"
"3HIDH","CG073"
"3HIDH","CHST6"
"3HIDH","CK2-A2:B"
"3HIDH","CLC1B"
"3HIDH","CLC4K"
"3HIDH","CNTF"
"3HIDH","COLEC12"
"3HIDH","COX-2"
"3HIDH","CPNE1"
"3HIDH","CRK"
"3HIDH","CSK"
"3HIDH","CTLA-4"
"3HIDH","CXCL16, soluble"
"3HIDH","Cadherin-2"
"3HIDH","Carbonic anhydrase 9"
"3HIDH","Carbonic anhydrase VII"
"3HIDH","Carbonic anhydrase XIII"
"3HIDH","Caspase-3"
"3HIDH","Coactosin-like protein"
"3HIDH","Coagulation Factor IX"
"3HIDH","Coagulation Factor IXab"
"3HIDH","Cyclin B1"
"3HIDH","Cyclophilin A"
"3HIDH","Cyclophilin F"
"3HIDH","D-dimer"
"3HIDH","DBNL"
"3HIDH","DEAD-box protein 19B"
"3HIDH","DHH"
"3HIDH","DLRB1"
"3HIDH","DR6"
"3HIDH","DRAK2"
"3HIDH","DRG-1"
"3HIDH","DRR1"
"3HIDH","DYRK3"
"3HIDH","DcR3"
"3HIDH","Desmoglein-2"
"3HIDH","EF-1-beta"
"3HIDH","EG-VEGF"
"3HIDH","EGFRvIII"
"3HIDH","EMR2"
"3HIDH","EPHA3"
"3HIDH","ERAB"
"3HIDH","ERBB4"
"3HIDH","ERK-1"
"3HIDH","Ephrin-B3"
"3HIDH","F229A"
"3HIDH","FAK1"
"3HIDH","FCAR"
"3HIDH","FCRL3"
"3HIDH","FER"
"3HIDH","FGF-12"
"3HIDH","FGF-16"
"3HIDH","FGF-17"
"3HIDH","FGF-18"
"3HIDH","FGF-8"
"3HIDH","FGF-8F"
"3HIDH","FGF7"
"3HIDH","FGFR-3"
"3HIDH","Factor H"
"3HIDH","Factor I"
"3HIDH","Fibrinogen"
"3HIDH","Fibrinogen g-chain dimer"
"3HIDH","Flt3 ligand"
"3HIDH","G-CSF"
"3HIDH","GFAP"
"3HIDH","GFRa-2"
"3HIDH","GHC2"
"3HIDH","GIIE"
"3HIDH","GITR"
"3HIDH","GM-CSF"
"3HIDH","GPC5"
"3HIDH","GPVI"
"3HIDH","GRB2-related adapter protein 2"
"3HIDH","Galectin-8"
"3HIDH","Granzyme H"
"3HIDH","Gro-a"
"3HIDH","HCG"
"3HIDH","HSP 60"
"3HIDH","HTRA2"
"3HIDH","HVEM"
"3HIDH","Heparin cofactor II"
"3HIDH","IF4G2"
"3HIDH","IFN-aA"
"3HIDH","IFN-g"
"3HIDH","IFNL4"
"3HIDH","IL-10"
"3HIDH","IL-12 Rb1"
"3HIDH","IL-13"
"3HIDH","IL-13 Ra1"
"3HIDH","IL-15 Ra"
"3HIDH","IL-17"
"3HIDH","IL-17 RC"
"3HIDH","IL-17 RD"
"3HIDH","IL-17B"
"3HIDH","IL-17D"
"3HIDH","IL-18 Rb"
"3HIDH","IL-2 sRg"
"3HIDH","IL-3"
"3HIDH","IL-4 sR"
"3HIDH","IL-5 Ra"
"3HIDH","IL-7 Ra"
"3HIDH","IL22RA1"
"3HIDH","ILT-4"
"3HIDH","IMB1"
"3HIDH","IgE"
"3HIDH","IgG"
"3HIDH","JAG1"
"3HIDH","JAG2"
"3HIDH","JAM-C"
"3HIDH","JNK2"
"3HIDH","K-ras"
"3HIDH","KI2L4"
"3HIDH","KIAP"
"3HIDH","KIF23"
"3HIDH","KIRR3"
"3HIDH","KLRF1"
"3HIDH","Kallikrein 11"
"3HIDH","LDH-H 1"
"3HIDH","LGMN"
"3HIDH","LRRT1"
"3HIDH","LRRT3"
"3HIDH","LSAMP"
"3HIDH","LYN"
"3HIDH","LYNB"
"3HIDH","Lymphotoxin a1/b2"
"3HIDH","MAPK14"
"3HIDH","MAPK2"
"3HIDH","MAPKAPK3"
"3HIDH","MASP3"
"3HIDH","MATK"
"3HIDH","MCP-1"
"3HIDH","MCP-2"
"3HIDH","MCP-4"
"3HIDH","MDHC"
"3HIDH","MIP-1a"
"3HIDH","MIP-3b"
"3HIDH","MIS"
"3HIDH","MK11"
"3HIDH","MK13"
"3HIDH","MO2R1"
"3HIDH","Macrophage mannose receptor"
"3HIDH","Macrophage scavenger receptor"
"3HIDH","Marapsin"
"3HIDH","Myokinase, human"
"3HIDH","NACA"
"3HIDH","NAGK"
"3HIDH","NANOG"
"3HIDH","NAP-2"
"3HIDH","NCC27"
"3HIDH","NDP kinase B"
"3HIDH","NKp30"
"3HIDH","NR1D1"
"3HIDH","NRX1B"
"3HIDH","NSF1C"
"3HIDH","Nectin-like protein 1"
"3HIDH","Notch 1"
"3HIDH","OX40 Ligand"
"3HIDH","Olfactomedin-4"
"3HIDH","P-Cadherin"
"3HIDH","P-Selectin"
"3HIDH","PA2G4"
"3HIDH","PACA"
"3HIDH","PACAP-38"
"3HIDH","PAFAH beta subunit"
"3HIDH","PAK6"
"3HIDH","PAL4D"
"3HIDH","PDE11"
"3HIDH","PDE5A"
"3HIDH","PDE7A"
"3HIDH","PDE9A"
"3HIDH","PDGF-AA"
"3HIDH","PDGF-BB"
"3HIDH","PDGF-CC"
"3HIDH","PF-4"
"3HIDH","PHI"
"3HIDH","PKC-A"
"3HIDH","PKC-B-II"
"3HIDH","PKC-D"
"3HIDH","PLCG1"
"3HIDH","PLPP"
"3HIDH","PP13G"
"3HIDH","PPIB"
"3HIDH","PPIE"
"3HIDH","PRKACA"
"3HIDH","PTK6"
"3HIDH","Peroxiredoxin-1"
"3HIDH","Peroxiredoxin-5"
"3HIDH","Peroxiredoxin-6"
"3HIDH","Persephin"
"3HIDH","Protein disulfide isomerase A3"
"3HIDH","Protein disulfide-isomerase"
"3HIDH","RAC1"
"3HIDH","RANK"
"3HIDH","RGM-C"
"3HIDH","RGMB"
"3HIDH","ROBO3"
"3HIDH","RPS6KA3"
"3HIDH","RSPO2"
"3HIDH","RTN4"
"3HIDH","Rab GDP dissociation inhibitor beta"
"3HIDH","Rb"
"3HIDH","SBDS"
"3HIDH","SE6L2"
"3HIDH","SLAF5"
"3HIDH","SLAF6"
"3HIDH","SNAA"
"3HIDH","SPTA2"
"3HIDH","SREC-II"
"3HIDH","SSRP1"
"3HIDH","STX1a"
"3HIDH","Secretin"
"3HIDH","Sorting nexin 4"
"3HIDH","Sphingosine kinase 1"
"3HIDH","Survivin"
"3HIDH","TBP"
"3HIDH","TCTP"
"3HIDH","TGF-b R II"
"3HIDH","TGF-b3"
"3HIDH","TNF sR-II"
"3HIDH","TNF-a"
"3HIDH","TNR4"
"3HIDH","TRAIL R1"
"3HIDH","TRY3"
"3HIDH","TSH"
"3HIDH","TWEAKR"
"3HIDH","Thyroxine-Binding Globulin"
"3HIDH","Transferrin"
"3HIDH","Transketolase"
"3HIDH","Triosephosphate isomerase"
"3HIDH","TrkA"
"3HIDH","Tropomyosin 1 alpha chain"
"3HIDH","UB2L3"
"3HIDH","UBC9"
"3HIDH","UBE2N"
"3HIDH","UFC1"
"3HIDH","UFM1"
"3HIDH","UNC5H4"
"3HIDH","VEGF-C"
"3HIDH","VWC2L"
"3HIDH","WFKN1"
"3HIDH","WNT7A"
"3HIDH","XPNPEP1"
"3HIDH","a1-Antichymotrypsin"
"3HIDH","amyloid precursor protein"
"3HIDH","annexin VI"
"3HIDH","b-ECGF"
"3HIDH","cIAP-2"
"3HIDH","calgranulin B"
"3HIDH","carbonic anhydrase II"
"3HIDH","eIF-5A-1"
"3HIDH","hnRNP K"
"3HIDH","kallikrein 13"
"3HIDH","kallikrein 5"
"3HIDH","p60-Src"
"3HIDH","sCD163"
"3HIDH","sCD4"
"3HIDH","sICAM-2"
"3HIDH","transcription factor MLR1, isoform CRA_b"
"4-1BB","14-3-3"
"4-1BB","17-beta-HSD 1"
"4-1BB","3HIDH"
"4-1BB","4-1BB"
"4-1BB","4-1BB ligand"
"4-1BB","40S ribosomal protein SA"
"4-1BB","4EBP2"
"4-1BB","6-Phosphogluconate dehydrogenase"
"4-1BB","6Ckine"
"4-1BB","ABL1"
"4-1BB","ABL2"
"4-1BB","ACTH"
"4-1BB","ADAMTS-4"
"4-1BB","ADAMTS-5"
"4-1BB","AIF1"
"4-1BB","AIP"
"4-1BB","AK1A1"
"4-1BB","ALCAM"
"4-1BB","AMHR2"
"4-1BB","AMNLS"
"4-1BB","AMPK a1b1g1"
"4-1BB","AMPK a2b2g1"
"4-1BB","AMPM2"
"4-1BB","AREG"
"4-1BB","ARMEL"
"4-1BB","ARSB"
"4-1BB","ASGR1"
"4-1BB","ASM3A"
"4-1BB","ATP synthase beta chain"
"4-1BB","ATS1"
"4-1BB","ATS15"
"4-1BB","Activated Protein C"
"4-1BB","Activin AB"
"4-1BB","Activin RIB"
"4-1BB","Afamin"
"4-1BB","Aflatoxin B1 aldehyde reductase"
"4-1BB","Aggrecan"
"4-1BB","Albumin"
"4-1BB","Alkaline phosphatase, bone"
"4-1BB","Angiopoietin-1"
"4-1BB","Antithrombin III"
"4-1BB","Apo E2"
"4-1BB","Artemin"
"4-1BB","Arylsulfatase A"
"4-1BB","B7-H2"
"4-1BB","BARK1"
"4-1BB","BASI"
"4-1BB","BCAM"
"4-1BB","BCL2-like 1 protein"
"4-1BB","BCMA"
"4-1BB","BDNF"
"4-1BB","BFL1"
"4-1BB","BMP RII"
"4-1BB","BMP-6"
"4-1BB","BMP-7"
"4-1BB","BMP10"
"4-1BB","BMPER"
"4-1BB","BMPR1A"
"4-1BB","BMX"
"4-1BB","BNP"
"4-1BB","BNP-32"
"4-1BB","BOC"
"4-1BB","BPSA"
"4-1BB","BTG"
"4-1BB","BTK"
"4-1BB","C1-Esterase Inhibitor"
"4-1BB","C1QBP"
"4-1BB","C1q"
"4-1BB","C34 gp41 HIV Fragment"
"4-1BB","C3a"
"4-1BB","C4"
"4-1BB","C4b"
"4-1BB","C5b, 6 Complex"
"4-1BB","C8"
"4-1BB","CAMK2A"
"4-1BB","CAMK2B"
"4-1BB","CAMK2D"
"4-1BB","CAPG"
"4-1BB","CATC"
"4-1BB","CATE"
"4-1BB","CATZ"
"4-1BB","CBG"
"4-1BB","CBPE"
"4-1BB","CD109"
"4-1BB","CD226"
"4-1BB","CD23"
"4-1BB","CD30 Ligand"
"4-1BB","CD36 ANTIGEN"
"4-1BB","CD48"
"4-1BB","CD5L"
"4-1BB","CD70"
"4-1BB","CD97"
"4-1BB","CDC37"
"4-1BB","CDK1/cyclin B"
"4-1BB","CDK2/cyclin A"
"4-1BB","CDK5/p35"
"4-1BB","CDK8/cyclin C"
"4-1BB","CDON"
"4-1BB","CG073"
"4-1BB","CHL1"
"4-1BB","CHST2"
"4-1BB","CHST6"
"4-1BB","CK-BB"
"4-1BB","CK-MB"
"4-1BB","CK2-A1:B"
"4-1BB","CK2-A2:B"
"4-1BB","CLC1B"
"4-1BB","CLC4K"
"4-1BB","CLC7A"
"4-1BB","CLF-1/CLC Complex"
"4-1BB","CLM6"
"4-1BB","CNTF"
"4-1BB","CNTFR alpha"
"4-1BB","CNTN2"
"4-1BB","CO8A1"
"4-1BB","COLEC12"
"4-1BB","COMMD7"
"4-1BB","CONA1"
"4-1BB","COX-2"
"4-1BB","CPNE1"
"4-1BB","CRDL1"
"4-1BB","CRIS3"
"4-1BB","CRK"
"4-1BB","CS084"
"4-1BB","CSF-1"
"4-1BB","CSK"
"4-1BB","CTAP-III"
"4-1BB","CTGF"
"4-1BB","CTLA-4"
"4-1BB","CaMKK alpha"
"4-1BB","Cadherin E"
"4-1BB","Cadherin-5"
"4-1BB","Cadherin-6"
"4-1BB","Calcineurin"
"4-1BB","Calcineurin B a"
"4-1BB","Calpain I"
"4-1BB","Carbonic anhydrase 9"
"4-1BB","Carbonic anhydrase VII"
"4-1BB","Carbonic anhydrase XIII"
"4-1BB","Caspase-2"
"4-1BB","Caspase-3"
"4-1BB","Cathepsin B"
"4-1BB","Cathepsin G"
"4-1BB","Cathepsin H"
"4-1BB","Cathepsin S"
"4-1BB","Clusterin"
"4-1BB","Coagulation Factor IX"
"4-1BB","Coagulation Factor IXab"
"4-1BB","Coagulation Factor X"
"4-1BB","Coagulation Factor Xa"
"4-1BB","Cofilin-1"
"4-1BB","Contactin-4"
"4-1BB","Contactin-5"
"4-1BB","Cyclin B1"
"4-1BB","Cyclophilin A"
"4-1BB","Cyclophilin F"
"4-1BB","Cystatin C"
"4-1BB","Cystatin M"
"4-1BB","Cystatin-S"
"4-1BB","Cytochrome c"
"4-1BB","D-dimer"
"4-1BB","DAF"
"4-1BB","DAN"
"4-1BB","DBNL"
"4-1BB","DEAD-box protein 19B"
"4-1BB","DERM"
"4-1BB","DHH"
"4-1BB","DKK1"
"4-1BB","DKK3"
"4-1BB","DLC8"
"4-1BB","DLL1"
"4-1BB","DLL4"
"4-1BB","DLRB1"
"4-1BB","DMP1"
"4-1BB","DPP2"
"4-1BB","DR3"
"4-1BB","DR6"
"4-1BB","DRAK2"
"4-1BB","DRG-1"
"4-1BB","DRR1"
"4-1BB","DSC3"
"4-1BB","DUS3"
"4-1BB","DYRK3"
"4-1BB","DcR3"
"4-1BB","Desmoglein-2"
"4-1BB","Dkk-4"
"4-1BB","Dtk"
"4-1BB","Dynactin subunit 2"
"4-1BB","ECM1"
"4-1BB","EG-VEGF"
"4-1BB","EGFRvIII"
"4-1BB","EMR2"
"4-1BB","EP15R"
"4-1BB","EPHA3"
"4-1BB","EPHAA"
"4-1BB","EPHB2"
"4-1BB","ER"
"4-1BB","ERAB"
"4-1BB","ERBB1"
"4-1BB","ERBB2"
"4-1BB","ERBB3"
"4-1BB","ERBB4"
"4-1BB","ERK-1"
"4-1BB","ESPN"
"4-1BB","Elastase"
"4-1BB","Endocan"
"4-1BB","Enterokinase"
"4-1BB","Eotaxin-2"
"4-1BB","EphA5"
"4-1BB","EphB4"
"4-1BB","EphB6"
"4-1BB","Ephrin-A4"
"4-1BB","Ephrin-A5"
"4-1BB","Ephrin-B3"
"4-1BB","Epithelial cell kinase"
"4-1BB","F229A"
"4-1BB","FABPE"
"4-1BB","FAK1"
"4-1BB","FAM107B"
"4-1BB","FCAR"
"4-1BB","FCG2A/B"
"4-1BB","FCGR1"
"4-1BB","FCN1"
"4-1BB","FCRL3"
"4-1BB","FER"
"4-1BB","FGF-10"
"4-1BB","FGF-12"
"4-1BB","FGF-16"
"4-1BB","FGF-17"
"4-1BB","FGF-18"
"4-1BB","FGF-20"
"4-1BB","FGF-4"
"4-1BB","FGF-5"
"4-1BB","FGF-8"
"4-1BB","FGF-8B"
"4-1BB","FGF-8F"
"4-1BB","FGF7"
"4-1BB","FGF9"
"4-1BB","FGFR-2"
"4-1BB","FGFR-3"
"4-1BB","FSH"
"4-1BB","FSTL3"
"4-1BB","FYN"
"4-1BB","Factor H"
"4-1BB","Fas ligand, soluble"
"4-1BB","Ferritin"
"4-1BB","Fibrinogen"
"4-1BB","Flt-3"
"4-1BB","Fucosyltransferase 3"
"4-1BB","G-CSF"
"4-1BB","G-CSF-R"
"4-1BB","GA733-1 protein"
"4-1BB","GAPDH, liver"
"4-1BB","GAS1"
"4-1BB","GCKR"
"4-1BB","GCP-2"
"4-1BB","GDF-11"
"4-1BB","GDF-9"
"4-1BB","GDF2"
"4-1BB","GFRa-1"
"4-1BB","GFRa-2"
"4-1BB","GHC2"
"4-1BB","GIB"
"4-1BB","GIIE"
"4-1BB","GNT2C"
"4-1BB","GP114"
"4-1BB","GPC2"
"4-1BB","GPNMB"
"4-1BB","GPVI"
"4-1BB","GRB2-related adapter protein 2"
"4-1BB","GREM1"
"4-1BB","GSK-3 alpha/beta"
"4-1BB","GSTA3"
"4-1BB","GV"
